coverage,dataset,decorr_time,dist_shift,fit_s,kind,method,mse,n_dims,n_rows,noise_floor,nrmse,r2,seed,source,spectral_entropy
0.21018329018721102,temps_daily_min,46,0.09489326903429907,0.0,weather,mean,0.9790327981524036,1,3650,0.055778733081796844,1.0052578942999284,-0.010543434052325829,1,csv,0.9591024714998985
0.21018329018721102,temps_daily_min,46,0.09489326903429907,0.0,weather,persistence,0.42456269468422386,1,3650,0.055778733081796844,0.6619874974564699,0.5617725532113202,1,csv,0.9591024714998985
0.21018329018721102,temps_daily_min,46,0.09489326903429907,0.31,weather,ridge,0.33330022556652084,1,3650,0.055778733081796844,0.586538704374546,0.6559723482706289,1,csv,0.9591024714998985
0.21018329018721102,temps_daily_min,46,0.09489326903429907,0.13,weather,knn,0.38463639278969364,1,3650,0.055778733081796844,0.6300921344473778,0.6029839021075476,1,csv,0.9591024714998985
0.21018329018721102,temps_daily_min,46,0.09489326903429907,1.74,weather,trees,0.36557041030757875,1,3650,0.055778733081796844,0.6142771912605292,0.6226635322970753,1,csv,0.9591024714998985
0.21018329018721102,temps_daily_min,46,0.09489326903429907,17.55,weather,mlp,0.42682903081727097,1,3650,0.055778733081796844,0.6637520064205149,0.5594332739727408,1,csv,0.9591024714998985
0.21018329018721102,temps_daily_min,46,0.09489326903429907,13.52,weather,cnn,0.36915349583053636,1,3650,0.055778733081796844,0.6172802252918218,0.6189651234636777,1,csv,0.9591024714998985
0.21018329018721102,temps_daily_min,46,0.09489326903429907,27.11,weather,gru,0.5666708892229596,1,3650,0.055778733081796844,0.7647937376224013,0.4150905388935576,1,csv,0.9591024714998985
0.17355232678585333,temps_daily_max,40,0.03726334649407287,0.0,weather,mean,0.9566903831060257,1,3650,0.048117299513622265,1.0011127851103796,-0.0022268085114611758,0,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,0.0,weather,persistence,0.5001956510054767,1,3650,0.048117299513622265,0.7238811360007027,0.47599610094233213,0,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,0.01,weather,ridge,0.3945658913129971,1,3650,0.048117299513622265,0.642920203208473,0.5866536123063759,0,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,0.04,weather,knn,0.43139865152789053,1,3650,0.048117299513622265,0.6722591084369117,0.5480676911236085,0,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,1.84,weather,trees,0.41852047995454333,1,3650,0.048117299513622265,0.662148898476976,0.5615588362457273,0,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,14.77,weather,mlp,0.5351651622056179,1,3650,0.048117299513622265,0.7487575605892132,0.43936211546049075,0,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,16.92,weather,cnn,0.4505736285781991,1,3650,0.048117299513622265,0.6870370979867355,0.5279800259899647,0,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,31.79,weather,gru,0.5405530666090194,1,3650,0.048117299513622265,0.7525172700486401,0.433717758278542,0,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,0.0,weather,mean,0.9566903831060257,1,3650,0.048117299513622265,1.0011127851103796,-0.0022268085114611758,2,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,0.0,weather,persistence,0.5001956510054767,1,3650,0.048117299513622265,0.7238811360007027,0.47599610094233213,2,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,0.0,weather,ridge,0.3945658913129971,1,3650,0.048117299513622265,0.642920203208473,0.5866536123063759,2,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,0.04,weather,knn,0.43139865152789053,1,3650,0.048117299513622265,0.6722591084369117,0.5480676911236085,2,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,1.11,weather,trees,0.41852047995454333,1,3650,0.048117299513622265,0.662148898476976,0.5615588362457273,2,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,9.33,weather,mlp,0.5830081209130954,1,3650,0.048117299513622265,0.7815101190784249,0.3892419337780261,2,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,20.44,weather,cnn,0.45459502748049757,1,3650,0.048117299513622265,0.6900962128126563,0.523767217061629,2,csv,0.9626418469356386
0.17355232678585333,temps_daily_max,40,0.03726334649407287,27.4,weather,gru,0.4926861916349204,1,3650,0.048117299513622265,0.7184267571638735,0.4838629945910007,2,csv,0.9626418469356386
0.1622346974905271,temps_monthly_mean,3,0.0981751562081077,0.0,weather,mean,0.9451634785712684,1,240,0.04177487253078701,1.0010151467043773,-0.0020313239315861154,1,csv,0.8252271324206392
0.1622346974905271,temps_monthly_mean,3,0.0981751562081077,0.0,weather,persistence,0.3863306859100039,1,240,0.04177487253078701,0.639980565116406,0.5904248762732857,1,csv,0.8252271324206392
0.1622346974905271,temps_monthly_mean,3,0.0981751562081077,0.0,weather,ridge,0.09190403618693034,1,240,0.04177487253078701,0.312143629167017,0.9025663547704438,1,csv,0.8252271324206392
0.1622346974905271,temps_monthly_mean,3,0.0981751562081077,0.0,weather,knn,0.06776855290776494,1,240,0.04177487253078701,0.26804103671859597,0.9281540026348203,1,csv,0.8252271324206392
