coverage,coverage_def,dim,err10_knn,err10_model,err10_plain,err_final_knn,err_final_model,err_final_plain,gap,knn_k,knn_lookback,knn_val_rmse,knn_weighted,lyap_max,n_params,n_train,nn_dist,ratio_vs_plain,ratio_vs_tuned,seed,system,train_loss,train_s,train_spread,tuning_gain,vpt_knn,vpt_model,vpt_plain
0.35027964184555666,median_nn_over_mean_pairwise,3,0.8892463679843158,0.3540226926957105,0.7736540070026042,1.437823597445697,1.1860608306697413,1.450869040216995,2000,16,1,1.505177,False,0.8917098035724058,9987,250,0.6873238691830472,11000000000.0,11000000000.0,1,Lorenz,0.0001183687571350141,4.0,1.962214719535708,0.0,0.0,11.0,0.0
0.05214073773398585,median_nn_over_mean_pairwise,3,0.297113898707988,0.19794993333285613,0.2699819322371253,1.022127892756234,1.4586329335419002,1.2447612395549201,2000,16,1,1.036577,False,0.8917098035724058,9987,500,0.11075160472752185,2.3125,2.466666666666667,0,Lorenz,0.00012702524787356763,1.5,2.1240897145061464,0.9375,15.0,37.0,16.0
0.049614921078269945,median_nn_over_mean_pairwise,3,0.3083098030546726,0.1829837473940533,0.26260459524868207,1.1089479444299875,1.2266239636399807,1.3029829088894118,2000,16,1,1.036577,False,0.8917098035724058,9987,500,0.1084202579895728,2.0,2.4285714285714284,2,Lorenz,0.00011498172467556747,1.6,2.185234917909767,0.8235294117647058,14.0,34.0,17.0
0.028598925010757163,median_nn_over_mean_pairwise,3,0.047956184653745314,0.052015234260591736,0.057672865772097875,1.1894180351453019,1.3561148696846494,1.3069911027137966,2000,8,1,0.773758,True,0.8917098035724058,9987,1000,0.06359606276324736,1.2439024390243902,1.1860465116279069,1,Lorenz,3.488492699658933e-05,2.9,2.2237221412807098,1.0487804878048783,43.00000000000001,51.0,41.0
0.020146281805509796,median_nn_over_mean_pairwise,3,0.12888481117072592,0.040024215054545086,0.1258037701746138,1.1348410874673995,1.2678405546220786,1.187949760435366,2000,2,2,0.488482,True,0.8917098035724058,9987,2000,0.044874399283439975,2.2105263157894735,2.2105263157894735,0,Lorenz,1.4980102941703847e-05,5.9,2.22742835212239,1.0,19.000000000000004,42.0,19.000000000000004
0.018658727649096627,median_nn_over_mean_pairwise,3,0.11782509234878581,0.02954216553708594,0.11278312016691582,1.0043688169353002,1.2414333981111232,1.1532029738940486,2000,2,2,0.488482,True,0.8917098035724058,9987,2000,0.040929282792068325,1.7727272727272727,1.7727272727272727,2,Lorenz,1.0157314833471166e-05,5.7,2.1935730861075053,1.0,22.0,39.0,22.0
0.011888767270349867,median_nn_over_mean_pairwise,3,0.030334272452429954,0.013191964301275954,0.03737451708027087,0.9643615279158833,0.9861459527623931,1.093018577597296,2000,16,1,0.59224,True,0.8917098035724058,9987,4000,0.026410432688622844,1.7777777777777777,1.666666666666667,1,Lorenz,2.1953520592015032e-06,11.3,2.2214609881791074,1.0666666666666664,47.99999999999999,80.0,45.0
0.013117497080691619,median_nn_over_mean_pairwise,3,0.022055635578042236,0.01128450494233248,0.027928445042822006,0.6947792426152741,0.6195742335918255,0.832105806147339,2000,8,1,0.473099,True,0.8917098035724058,9987,8000,0.027845263789644553,1.0229885057471264,0.9888888888888889,0,Lorenz,8.01101691532565e-07,24.0,2.122757384153076,1.0344827586206897,90.0,89.0,87.0
0.013820153250688662,median_nn_over_mean_pairwise,3,0.016156675053554576,0.007241737791717382,0.0236475574547179,0.7617377410855403,0.816038812050299,0.8589072250630386,2000,8,1,0.473099,True,0.8917098035724058,9987,8000,0.029179702852689324,1.44,1.3980582524271845,2,Lorenz,6.897368792486804e-07,24.9,2.111387791682794,1.03,103.0,144.0,100.0
0.10969702791700815,median_nn_over_mean_pairwise,3,0.8967423651908383,0.6351833433354397,0.8967423651908383,1.1201635477679859,1.8899490513838395,1.1201635477679859,2000,1,1,3.975616,False,0.15059688939547888,9987,250,0.22061137279564716,1999999999.9999998,1999999999.9999998,1,Rossler,6.54598154806921e-05,0.8,2.0110970824346475,0.0,0.0,2.0,0.0
0.04430766833450418,median_nn_over_mean_pairwise,3,0.19417358345718475,0.1086949275505226,0.19417358345718475,0.3535385633210985,0.6139631557441071,0.3535385633210985,2000,1,1,0.156041,False,0.15059688939547888,9987,500,0.09334045228935231,1.0188679245283019,1.0188679245283019,0,Rossler,2.8203155064936922e-05,1.4,2.106643292187513,1.0,53.0,54.0,53.0
0.048112189883857376,median_nn_over_mean_pairwise,3,0.23692111250965636,0.10728084774715359,0.23692111250965636,0.35036298238730695,0.3266159182491253,0.35036298238730695,2000,1,1,0.156041,False,0.15059688939547888,9987,500,0.09857968729071447,7.866666666666666,7.866666666666666,2,Rossler,2.69111209935525e-05,1.6,2.0489544859355897,1.0,15.0,118.0,15.0
0.030984330182438805,median_nn_over_mean_pairwise,3,0.19820757369967978,0.024179760736136632,0.10747904075293002,0.31279396955635036,0.5420719928721217,0.3592809519025417,2000,16,1,0.381422,False,0.15059688939547888,9987,1000,0.06355584313758698,3.6470588235294112,0.6526315789473683,1,Rossler,1.9494572411572375e-05,2.9,2.0512253375614025,5.588235294117647,190.0,123.99999999999999,34.0
0.01607964195656703,median_nn_over_mean_pairwise,3,0.06308614735491842,0.025407179023770456,0.06754441306001319,0.1409775086521745,0.27514606802802755,0.14371432845763338,2000,2,1,0.018477,False,0.15059688939547888,9987,2000,0.03346175451694171,1.0,1.0,0,Rossler,5.049976382339254e-06,6.4,2.0810012192638228,1.0,200.0,200.0,200.0
0.015417434943434056,median_nn_over_mean_pairwise,3,0.08972453517129686,0.011880907901303963,0.0964134877329788,0.19739784795139342,0.3202699413991853,0.22040514928376867,2000,2,1,0.018477,False,0.15059688939547888,9987,2000,0.032096658006336515,1.4479166666666667,1.4329896907216495,2,Rossler,3.2316106428326016e-06,6.5,2.081841637347448,1.0104166666666667,97.0,139.0,96.0
0.01673979337912276,median_nn_over_mean_pairwise,3,0.06933083595327828,0.014599786381338933,0.06143337880703629,0.12062728088209164,0.3042871883802551,0.10815361881784501,2000,4,8,0.020956,False,0.15059688939547888,9987,4000,0.03414826262408699,0.765,0.765,1,Rossler,2.2886534625499787e-06,11.7,2.039945287895573,1.0,200.0,153.0,200.0
0.0077206617106268735,median_nn_over_mean_pairwise,3,0.02485325460789503,0.008766680087368695,0.029302805856452303,0.07209675704415587,0.25446204021024554,0.086140677438551,2000,16,2,0.046965,True,0.15059688939547888,9987,8000,0.015876033788638402,1.0,1.0,0,Rossler,5.56990235145645e-07,25.0,2.0563048069812866,1.0,200.0,200.0,200.0
0.007879922500314933,median_nn_over_mean_pairwise,3,0.01078559098603231,0.0028074605035071933,0.022486249149818716,0.031771545209012216,0.11616323315457655,0.041462764298909646,2000,16,2,0.046965,True,0.15059688939547888,9987,8000,0.016847756862821223,1.0,1.0,2,Rossler,4.177185154545389e-07,24.9,2.138061238819021,1.0,200.0,200.0,200.0
