arch,dataset,decay_per_cell,frac_affected_final__thresholded,frac_affected_step1__thresholded,frac_curve,global_share_final,global_share_mean,has_global,knockout_ratio,lightcone_leak_final,lightcone_leak_step1,memory_ratio,modality,n_cells,n_params,nrmse_global_off,nrmse_global_on,nrmse_intact,nrmse_wiped,ordered,radius_curve,radius_step1__thresholded,scale,seed,steps_to_cover__thresholded
A5_transformer,cml_lattice,0.23330330560263926,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.6792919823328716,0.5353442293290123,True,1.0820619578165482,0.0,0.03885425932435011,0.947046923217424,chaos,64,14479,0.6686078255255308,0.6179016096958895,0.6813718942171404,0.645291155985171,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.9875,0,1
A5_transformer,cml_lattice,0.37173320618048883,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.38649229230566123,0.339309420148173,True,1.0451386744817914,0.0,0.03061241638409342,0.9555227955916312,chaos,64,14479,0.635970733728974,0.6085036840152392,0.7272175868914331,0.6948729816299022,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.9875,2,1
A6_graph,cml_lattice,0.5740063884922456,0.296875,0.046875,0.0469;0.0781;0.1094;0.1406;0.1719;0.2031;0.2344;0.2500;0.2812;0.2812;0.2969;0.2969;0.3125;0.3125;0.3125;0.3125;0.3125;0.2969;0.2969;0.2969;0.2969;0.2969;0.2969;0.2969;0.2969;0.2969;0.2969;0.2969;0.2969;0.2969;0.2969;0.2969,0.0,0.0,False,1.0,0.0,0.0,0.9965199592239746,chaos,64,13108,0.6313122996836634,0.6313122996836634,0.6864852514096126,0.6840962547425671,True,1;2;3;4;5;6;7;8;9;9;9;9;10;10;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9,1.0,1.0375,1,nan
A7_recurrent,cml_lattice,0.5086676780882279,0.375,0.046875,0.0469;0.0781;0.1094;0.1406;0.1719;0.2031;0.2344;0.2656;0.2969;0.3125;0.3281;0.3281;0.3281;0.3438;0.3438;0.3438;0.3438;0.3594;0.3594;0.3594;0.3594;0.3594;0.3594;0.3594;0.3594;0.3750;0.3750;0.3750;0.3750;0.3750;0.3750;0.3750,0.0,0.0,False,1.0,0.0,0.0,0.8770127090835735,chaos,64,13038,0.6189846539271581,0.6189846539271581,0.7413952867584467,0.6502130889418182,True,1;2;3;4;5;6;7;8;9;10;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;12;12;12;12;12;12;12,1.0,2.6146,0,nan
A7_recurrent,cml_lattice,0.4432562910502083,0.359375,0.046875,0.0469;0.0781;0.1094;0.1406;0.1719;0.2031;0.2344;0.2656;0.2812;0.2812;0.2812;0.2969;0.2969;0.2969;0.3125;0.3125;0.3125;0.3125;0.3125;0.3125;0.3125;0.3281;0.3438;0.3438;0.3438;0.3438;0.3438;0.3594;0.3594;0.3594;0.3594;0.3594,0.0,0.0,False,1.0,0.0,0.0,0.7998371374090357,chaos,64,13038,0.6048113473856186,0.6048113473856186,0.8195214445187281,0.6554836862291774,True,1;2;3;4;5;6;7;8;9;9;9;9;9;9;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11;11,1.0,2.6146,2,nan
A8_spectral,cml_lattice,0.25961914429212357,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.09226518654924004,0.07448870104080021,True,0.9979047712384278,0.0,0.039463773621687154,0.5107007790179547,chaos,64,13835,0.635888082422398,0.6372232108212521,1.377585879920097,0.7035341820393282,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.8036,1,1
A5_transformer,cml_timewindow,0.4843131273547242,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.6498173217809994,0.8127413881797703,True,4.154765940022495,0.0,0.018420417934522433,1.1464841593681674,chaos,64,14479,1.2421428238367587,0.29896818298987826,0.33302134873380856,0.3818037010547338,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.9875,0,1
A5_transformer,cml_timewindow,0.537857564777466,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,1.1770202874364548,1.1061167970246808,True,2.855435732654463,0.0,0.018065703081804954,1.4969851236649363,chaos,64,14479,0.8995979730672063,0.31504752944690667,0.3893939733453216,0.5829169853427272,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.9875,2,1
A6_graph,cml_timewindow,0.6600881542969914,0.25,0.046875,0.0469;0.0781;0.1094;0.1406;0.1719;0.1875;0.1875;0.2031;0.2031;0.2031;0.2031;0.2031;0.2188;0.2188;0.2188;0.2188;0.2188;0.2188;0.2188;0.2188;0.2188;0.2188;0.2188;0.2188;0.2188;0.2188;0.2188;0.2188;0.2188;0.2344;0.2344;0.2500,0.0,0.0,False,1.0,0.0,0.0,0.8025029023155976,chaos,64,13108,0.48589807997967954,0.48589807997967954,0.6611614505332127,0.5305839829520936,True,1;2;3;4;5;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8,1.0,1.0375,1,nan
A7_recurrent,cml_timewindow,0.24884523045242737,0.5,0.046875,0.0469;0.0781;0.1094;0.1406;0.1719;0.2031;0.2344;0.2500;0.2812;0.2969;0.3281;0.3438;0.3438;0.3594;0.3594;0.3906;0.3906;0.4062;0.4062;0.4062;0.4219;0.4375;0.4375;0.4531;0.4531;0.4531;0.4531;0.4688;0.4688;0.4844;0.4844;0.5000,0.0,0.0,False,1.0,0.0,0.0,1.1059491172091254,chaos,64,13038,0.349333942535464,0.349333942535464,0.34927698019901404,0.38628256791256876,True,1;2;3;4;5;6;7;8;9;10;11;12;12;13;13;14;14;15;15;15;15;16;16;17;17;17;17;17;17;18;18;18,1.0,2.6146,0,nan
